Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit,,Second CAS
"Nitrogen, organic bound",007727-37-9,,,kg,group?,,,water/ocean,77c7dcf8-1d10-4725-9f8f-bcdccaed0836,,,
"Nitrogen, organic bound",007727-37-9,,,kg,group?,,,water/surface water,d43f7827-b47b-4652-8366-f370995fd206,,,
"Nitrogen, organic bound",007727-37-9,,,kg,group?,,,water/unspecified,a703733d-fabc-487b-826a-06c11ac4c0c6,,,
Nitrothal-isopropyl,010552-74-6,,,kg,chemical,,,soil/agricultural,90917976-dfa0-56d0-8937-fec6deaf00b4,,,10552-74-6
"NMVOC, non-methane volatile organic compounds, unspecified origin",,,not including single substances,kg,group,,,"air/low population density, long-term",3f5339ef-1939-4f44-8cd6-98ac7584d456,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",,,not including single substances,kg,group,,,air/lower stratosphere + upper troposphere,36c96aed-9335-4564-8cdd-46f01a13700c,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",,,,kg,group,,,air/non-urban air or from high stacks,33b38ccb-593b-4b11-b965-10d747ba3556,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",,,,kg,group,,,air/unspecified,d3260d0e-8203-4cbb-a45a-6a13131a5108,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",,,,kg,group,,,air/urban air close to ground,175baa64-d985-4c5e-84ef-67cc3a1cf952,,,
"Noble gases, radioactive, unspecified",,,,kBq,group,,,"air/low population density, long-term",dd2727df-3508-4dc1-bc82-9654d92ed04c,,,
"Noble gases, radioactive, unspecified",,,,kBq,group,,,air/lower stratosphere + upper troposphere,a385870b-a14e-4fc1-a8e9-4d37257bf970,,,
"Noble gases, radioactive, unspecified",,,,kBq,group,,,air/non-urban air or from high stacks,bd64a010-0115-47ca-942f-cbdac1d26b87,,,
"Noble gases, radioactive, unspecified",,,,kBq,group,,,air/unspecified,fef20853-5b12-4b7f-8228-0dcbe0baba1c,,,
"Noble gases, radioactive, unspecified",,,,kBq,group,,,air/urban air close to ground,6a5c3836-68f2-4258-8424-eeade996a16a,,,
Norflurazon,027314-13-2,," Pyridazinone, 4-chloro-5-(methylamino)-2-(alpha,alpha,alpha-trifluoro-m-tolyl)-",kg,chemical,,,soil/agricultural,50f05f8e-a062-4298-a805-0f230ef6ff5d,,,27314-13-2
